tcgdex_id,name,number,avg1_eur,avg1_usd,updated,run_timestamp,eurusd_rate
ex7-100,Rocket's Moltres ex,100/109,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex13-100,Mew ex,100/110,87.5,102.24,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex9-100,Registeel ex,100/106,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex5-100,Vileplume ex,100/101,14.9,17.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex8-100,Hariyama ex,100/107,36.24,42.34,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp7-101,Charmander,101/100,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym1-101,Lt. Surge,101/132,34.99,40.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss4-101,Palkia & Dialga LEGEND,101/102,38.47,44.95,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex1-101,Mewtwo ex,101/109,22.48,26.27,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex7-101,Rocket's Scizor ex,101/109,44,51.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex13-101,Mightyena ex,101/110,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex10-101,Blissey ex,101/115,129,150.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex5-101,Wigglytuff ex,101/101,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex8-101,Manectric ex,101/107,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl1-102,Vulpix,102/127,70,81.79,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp7-102,Charmeleon,102/100,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw4-102,Zoroark,102/99,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw10-102,Exeggcute,102/101,69.99,81.78,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym1-102,Misty,102/132,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss4-102,Palkia & Dialga LEGEND,102/102,38.47,44.95,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex7-102,Rocket's Scyther ex,102/109,249.99,292.09,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex10-102,Espeon ex,102/115,360,420.62,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex5-102,Groudon,102/101,48,56.08,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex8-102,Rayquaza ex,102/107,79.99,93.46,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-103,Chandelure,103/86,26.25,30.67,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp7-103,Charizard,103/100,39.95,46.68,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw4-103,Hydreigon,103/99,150,175.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym1-103,No Removal Gym,103/132,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-103,Cubone,103/165,16.99,19.85,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-103,Staryu,103/144,12.95,15.13,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex7-103,Rocket's Sneasel ex,103/109,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex10-103,Feraligatr ex,103/115,14.99,17.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex8-103,Salamence ex,103/107,130,151.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw10-104,Dusknoir,104/101,170,198.63,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym2-104,Giovanni,104/132,170,198.63,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-104,Psyduck,104/147,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-104,Staryu,104/144,12.95,15.13,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex7-104,Rocket's Snorlax ex,104/109,599.99,701.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex8-104,Sharpedo ex,104/107,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex6-104,Blastoise ex,104/112,150,175.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-105,Oshawott,105/86,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-105,Seismitoad,105/86,90,105.16,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym2-105,Giovanni's Last Resort,105/132,19.95,23.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex7-105,Rocket's Suicune ex,105/109,150,175.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex10-105,Lugia ex,105/115,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex6-105,Charizard ex,105/112,299,349.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-106,Shining Celebi,106/105,1100,1285.24,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym2-106,Koga,106/132,90,105.16,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex7-106,Rocket's Zapdos ex,106/109,135,157.73,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex10-106,Meganium ex,106/115,14.95,17.47,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex6-106,Clefable ex,106/112,70,81.79,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me02-106,Meowth,106/94,15.37,17.96,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-107,Samurott,107/86,28,32.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-107,Shining Charizard,107/105,1500,1752.60,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym2-107,Lt. Surge's Secret Plan,107/132,13.99,16.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-107,Greninja & Zoroark GX,107/214,28.5,33.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex10-107,Politoed ex,107/115,100,116.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex6-107,Electrode ex,107/112,39.99,46.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-108,Shining Kabutops,108/105,298,348.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-108,Alomomola,108/86,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym2-108,Misty's Wish,108/132,15.6,18.23,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex11-108,Flareon ex,108/113,60,70.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex10-108,Scizor ex,108/115,49.97,58.38,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex8-108,Rocket's Raikou ex,108/107,150,175.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex6-108,Gengar ex,108/112,100,116.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy6-109,Energy Switch,109/108,24.95,29.15,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-109,Shining Mewtwo,109/105,279.99,327.14,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex11-109,Jolteon ex,109/113,60,70.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex10-109,Steelix ex,109/115,175,204.47,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex6-109,Gyarados ex,109/112,179.95,210.25,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me02-109,Mega Charizard X ex,109/94,30.24,35.33,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw5-109,Gardevoir,109/108,37.97,44.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy6-110,VS Seeker,110/108,21.5,25.12,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-110,Shining Noctowl,110/105,90,105.16,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym2-110,Sabrina,110/132,250,292.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex7-110,Charmeleon,110/109,35,40.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex11-110,Vaporeon ex,110/113,150,175.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex6-110,Mr. Mime ex,110/112,35,40.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw5-110,Archeops,110/108,55,64.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-111,Shining Raichu,111/105,1375,1606.55,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss1-111,Ho-Oh LEGEND,111/123,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex7-111,Here Comes Team Rocket!,111/109,65,75.95,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex10-111,Tyranitar ex,111/115,208.99,244.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex6-111,Mr. Mime ex,111/112,35,40.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm4-111,Olivia,111/111,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl2-112,Pikachu,112/111,140,163.58,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-112,Shining Steelix,112/105,119.9,140.09,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss1-112,Ho-Oh LEGEND,112/123,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-112,Venonat,112/144,19.95,23.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex10-112,Umbreon ex,112/115,150,175.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex6-112,Venusaur ex,112/112,345,403.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-113,Vanilluxe,113/86,20.33,23.75,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl2-113,Flying Pikachu,113/111,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-113,Shining Tyranitar,113/105,775,905.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss1-113,Lugia LEGEND,113/123,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-113,Latias & Latios GX,113/181,33.5,39.14,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl2-114,Surfing Pikachu,114/111,100,116.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy9-114,Gyarados EX,114/122,19.99,23.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy4-114,Gengar EX,114/119,28.9,33.77,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw11-114,Reshiram,114/113,129,150.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss1-114,Lugia LEGEND,114/123,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex6-114,Articuno ex,114/112,74.99,87.62,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-114,Garchomp,114/236,18.49,21.60,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-115,Zebstrika,115/86,16.75,19.57,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw1-115,Pikachu,115/114,34,39.73,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss1-115,Grass Energy,115/123,17.5,20.45,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex6-115,Moltres ex,115/112,42,49.07,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw9-116,Professor Juniper,116/116,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss1-116,Fire Energy,116/123,19.99,23.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex10-116,Rocket's Persian ex,116/115,17,19.86,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex6-116,Zapdos ex,116/112,54,63.09,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-117,Galvantula,117/86,13.73,16.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw9-117,Empoleon,117/116,179,209.14,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss1-117,Water Energy,117/123,24.95,29.15,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-117,Greninja,117/214,28.5,33.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex10-117,Celebi ex,117/115,410,479.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-118,Solosis,118/86,18.33,21.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw9-118,Sigilyph,118/116,99,115.67,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym2-118,Misty's Tears,118/132,16.49,19.27,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy10-119,Umbreon EX,119/124,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw9-119,Garbodor,119/116,200,233.68,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss1-119,Psychic Energy,119/123,18.2,21.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw9-120,Garchomp,120/116,43.98,51.39,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-120,Eevee & Snorlax GX,120/181,29.49,34.46,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp2-121,Electivire,121/122,19.99,23.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw9-121,Max Potion,121/116,49.89,58.29,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
hgss1-121,Darkness Energy,121/123,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm8-121,Tyranitar GX,121/214,16,18.69,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy9-122,Skyla,122/122,35,40.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp2-122,Lucario,122/122,35,40.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw9-122,Ultra Ball,122/116,450,525.78,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm6-122,Lucario GX,122/131,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-123,Cofagrigus,123/86,13.05,15.25,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy9-123,Gyarados EX,123/122,19.99,23.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp2-124,Time-Space Distortion,124/122,17.48,20.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw6-125,Serperior,125/124,39.99,46.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-125,Umbreon & Darkrai GX,125/236,33.95,39.67,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me02-125,Mega Charizard X ex,125/94,410,479.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw6-126,Reuniclus,126/124,60,70.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-126,Mega Sableye & Tyranitar GX,126/236,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me02-126,Rotom ex,126/94,19.58,22.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-127,Conkeldurr,127/86,14.95,17.47,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw6-127,Krookodile,127/124,100,116.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me02-127,Mega Sharpedo ex,127/94,29.49,34.46,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me02-128,Mega Lopunny ex,128/94,21.1,24.65,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me02-129,Dawn,129/94,31.11,36.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-130,Gardevoir & Sylveon GX,130/214,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me02-130,Mega Charizard X ex,130/94,326,380.90,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-131,Landorus,131/86,17.5,20.45,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp3-132,Honchkrow,132/132,14.9,17.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-133,Bulbasaur,133/132,21.21,24.78,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-134,Scolipede,134/86,18.5,21.62,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-134,Ivysaur,134/132,15.6,18.23,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-135,Terrakion,135/86,14.12,16.50,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm6-135,Lucario GX,135/131,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw8-136,Charizard,136/135,445,519.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-137,Liepard,137/86,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-137,Krookodile,137/86,19.9,23.25,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw7-137,Computer Search,137/149,15.98,18.67,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw8-137,Blastoise,137/135,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh4-138,Rayquaza,138/185,33.7,39.38,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw8-138,Random Receiver,138/135,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
me01-138,Vulpix,138/132,13.91,16.25,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-139,Steelix,139/236,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh1-140,Snorlax,140/202,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm2-140,Sylveon GX,140/145,14.5,16.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh1-141,Snorlax V,141/202,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy1-141,Venusaur EX,141/146,13.99,16.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh1-142,Snorlax VMAX,142/202,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-142,Zorua,142/86,18.86,22.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp6-142,Magnezone,142/146,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm1-142,Umbreon GX,142/149,13,15.19,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-142,Solgaleo,142/236,26.83,31.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5w-143,Zoroark,143/86,34.99,40.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv07-143,Bulbasaur,143/142,89.95,105.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm6-143,Energy Recycler,143/131,21.5,25.12,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-143,Togepi & Cleffa & Igglybuff GX,143/236,22.62,26.43,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-144,Cobalion,144/86,17.66,20.63,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp6-144,Mewtwo,144/146,13.99,16.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-144,Leafeon ex,144/131,215,251.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp6-145,Rhyperior,145/146,23,26.87,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-145,Teal Mask Ogerpon ex,145/131,17.63,20.60,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-145,Celebi,145/144,2650,3096.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-146,Fraxure,146/86,17,19.86,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-146,Flareon ex,146/131,135,157.73,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-146,Charizard,146/144,2200,2570.48,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm2-146,Decidueye GX,146/145,14.45,16.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-146,Garchomp & Giratina GX,146/236,18.49,21.60,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh12.5-147,Elesa's Sparkle,147/159,34.5,40.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-147,Haxorus,147/86,29.78,34.79,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-147,Ceruledge ex,147/131,77.25,90.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw7-147,Bianca,147/149,23.49,27.45,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-147,Crobat,147/144,68.5,80.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm2-147,Incineroar GX,147/145,32.5,37.97,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-148,Hearthflame Mask Ogerpon ex,148/131,18.5,21.62,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv07-148,Squirtle,148/142,61.5,71.86,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-148,Kingdra,148/147,23,26.87,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-148,Golem,148/144,199.99,233.67,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy5-149,Primal Kyogre EX,149/160,71.89,84.00,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-149,Vaporeon ex,149/131,189.5,221.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-149,Lugia,149/147,1264,1476.86,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm2-149,Primarina GX,149/145,19,22.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv10.5b-150,Unfezant,150/86,17.47,20.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08.5-150,Glaceon ex,150/131,198.73,232.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw7-150,Golurk,150/149,60,70.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-150,Nidoking,150/147,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
